show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_minutes,duration_seasons
s3711,"TV Show","Answer for Heaven",Unknown,"Sunny Suwanmethanont, Kan Kantathavorn, Pattarasaya Kreuasuwansri, Chayanan Manomaisantiphap, Suwaphat Techaviriyawong, Prachakorn Piyasakulkaew, Nattarika Thampridanant, Michael Shaowanasai, Pattanachai Adirek",,2019-06-27,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies","An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.",NULL,1
s6172,Movie,"Ant-Man and the Wasp","Peyton Reed","Paul Rudd, Evangeline Lilly, Michael Douglas, Michael Peña, Hannah John-Kamen, Laurence Fishburne, Michelle Pfeiffer, Walton Goggins, T.I., Judy Greer, Bobby Cannavale, David Dastmalchian, Abby Ryder Fortson, Randall Park","United States",2019-01-29,2018,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy","Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",118,NULL
s6173,Movie,"Antar: Son of Shadad","Sherif Ismail","Mohamed Henedi, Bassem Samra, Dorra Zarrouk, Lotfy Labib",Egypt,2019-05-09,2017,TV-MA,"Comedies, International Movies","Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe.",110,NULL
s6174,Movie,"Antariksha Ke Rakhwale","Anirban Majumder","Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",,2019-06-18,2018,TV-Y7,"Children & Family Movies","Space villains have abducted all the superheroes! It’s up to Bheem and his trusty team to save the others.",65,NULL
s6175,"TV Show","Anthony Bourdain: Parts Unknown",Unknown,"Anthony Bourdain","United States",NULL,2018,TV-PG,Docuseries,"This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.",NULL,5
s3878,Movie,"Anthony Jeselnik: Fire in the Maternity Ward","Marcus Raboy","Anthony Jeselnik","United States",2019-04-30,2019,TV-MA,"Stand-Up Comedy","Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",64,NULL
s5891,Movie,"Anthony Jeselnik: Thoughts and Prayers","Adam Dubin","Anthony Jeselnik","United States",2015-10-16,2015,TV-MA,"Stand-Up Comedy","There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.",59,NULL
s4791,Movie,"Anthony Kaun Hai?","Raj Kaushal","Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",India,2018-07-01,2006,TV-14,"Comedies, Dramas, International Movies","A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",122,NULL
s6176,Movie,Antidote,"Ken Barbet","Randy Couture, Chuck Zito, Wil Traval, Celeste Thornton, Rafael De La Fuente, Alyona Chekhova, Natali Yura, Thom Rivera","United States",2019-04-14,2018,TV-MA,"Action & Adventure, Horror Movies","A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.",90,NULL
s3988,Movie,"Antoine Griezmann: The Making of a Legend",Unknown,Unknown,,2019-03-21,2019,TV-PG,"Documentaries, International Movies, Sports Movies","With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion.",60,NULL
s6177,Movie,Anwar,"Manish Jha","Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",India,2019-12-31,2007,TV-14,"Dramas, Independent Movies, International Movies","Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",134,NULL
s1177,Movie,"Any Crybabies Around?","Takuma Sato","Taiga Nakano, Riho Yoshioka, Kanichiro, Takashi Yamanaka, Kimiko Yo, Toshiro Yanagiba",Japan,2021-03-20,2020,TV-MA,"Dramas, International Movies","An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends.",108,NULL
s6179,Movie,"Apache Warrior","David Salzberg, Christian Tureaud",Unknown,"United States",2019-11-01,2017,TV-MA,Documentaries,"Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.",89,NULL
s3577,"TV Show","Apache: The Life of Carlos Tevez",Unknown,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",Argentina,2019-08-16,2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.",NULL,1
s5279,"TV Show",Apaches,Unknown,"Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac",Spain,2017-09-08,2016,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.",NULL,1
s1423,Movie,Apaharan,"Prakash Jha","Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan, Mohan Agashe, Mukesh Tiwari, Yashpal Sharma, Anoop Soni, Chetan Pandit",India,2021-01-08,2005,TV-14,"Dramas, International Movies","Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpin’s web of corruption and kidnapping.",161,NULL
s6180,Movie,"APEX: The Story of the Hypercar","J.F. Musial, Josh Vietze","Zachary Levi","United States",2016-08-01,2016,NR,Documentaries,"A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche.",86,NULL
s6181,Movie,"Apollo 18","Gonzalo López-Gallego","Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie","United States, Canada",2019-03-09,2011,PG-13,"Horror Movies, Sci-Fi & Fantasy, Thrillers","This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.",87,NULL
s4511,Movie,Apostle,"Gareth Evans","Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy","United Kingdom, United States",2018-10-12,2018,TV-MA,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",130,NULL
s6182,Movie,"April and the Extraordinary World","Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren","France, Canada, Belgium",2017-10-01,2015,PG,"Action & Adventure, Comedies, International Movies","After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",107,NULL
s5426,"TV Show",Aquarius,Unknown,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph","United States",2017-06-16,2016,TV-MA,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",NULL,2
s6183,Movie,"Aram, Aram","Christopher Chambers","John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian","United States",2017-02-15,2015,TV-14,"Dramas, Independent Movies","Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",79,NULL
s5077,Movie,"Arango y Sanint: Ríase el show","Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,2018-01-17,2018,TV-MA,"Stand-Up Comedy","Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",62,NULL
s3080,"TV Show","ARASHI's Diary -Voyage-",Unknown,Arashi,Japan,2019-12-31,2019,TV-PG,"Docuseries, International TV Shows","Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",NULL,1
s2788,"TV Show","Archibald's Next Big Thing",Unknown,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",,2020-03-20,2020,TV-Y7,"Kids' TV, TV Comedies","Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!",NULL,2
s2563,Movie,"Arctic Dogs","Aaron Woodley","Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti","India, United Kingdom, China, Canada, Japan, South Korea, United States",2020-05-04,2019,PG,"Children & Family Movies, Comedies","When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.",93,NULL
s5532,Movie,"Arctic Heart","Marie Madinier","Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini","France, Belgium",2017-04-14,2016,TV-14,"Dramas, International Movies, Romantic Movies","Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",81,NULL
s6184,Movie,"Are We Done Yet?","Khaled El Halafawy","Ahmed Eid, Ayten Amer, Ahmed Fouad Selim, Mohsen Mansour",Egypt,2019-08-01,2018,TV-14,"Comedies, Dramas, International Movies","When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.",87,NULL
s1612,"TV Show","Are You The One",Unknown,"Ryan Devlin","United States",2020-12-01,2014,TV-14,"Reality TV","Determined by a dating algorithm, a group of single contestants must identify their perfect matches for a shot at love and a cash prize.",NULL,2
s3011,"TV Show",Ares,Unknown,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer",Netherlands,2020-01-17,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",NULL,1
s5158,"TV Show",Argon,Unknown,"Woo-hee Chun, Joo-hyuk Kim, Won-sang Park","South Korea",2017-11-22,2017,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",NULL,1
s1605,Movie,"Ari Eldjárn: Pardon My Icelandic","August Jakobsson","Ari Eldjárn",Iceland,2020-12-02,2020,TV-MA,"Stand-Up Comedy","In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.",54,NULL
s5373,"TV Show","Ari Shaffir: Double Negative","Eric Abrams","Ari Shaffir","United States",2017-07-18,2017,TV-MA,"Stand-Up Comedy & Talk Shows","Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",NULL,1
s1510,Movie,"Ariana grande: excuse me, i love you","Paul Dugdale","Ariana Grande","United States",2020-12-21,2020,TV-MA,"Documentaries, Music & Musicals","Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.",98,NULL
s6185,Movie,"Arisan 2","Nia Dinata","Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,2018-09-15,2011,TV-14,"Comedies, Dramas, International Movies","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.",113,NULL
s4425,Movie,"Arjun: The Warrior Prince","Arnab Chaudhuri","Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur",India,2018-11-01,2011,TV-14,"Action & Adventure, Dramas, International Movies","This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.",91,NULL
s1025,Movie,"Arlo the Alligator Boy","Ryan Crego","Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge","United States",2021-04-16,2021,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals","To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",93,NULL
s854,Movie,"Army of the Dead","Zack Snyder","Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy","United States",2021-05-21,2021,R,"Action & Adventure, Horror Movies","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",148,NULL
s5793,Movie,ARQ,"Tony Elliott","Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","Canada, United States",2016-09-16,2016,TV-MA,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",89,NULL
s4846,"TV Show","Arrested Development",Unknown,"Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard","United States",2018-05-29,2019,TV-MA,"TV Comedies","It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",NULL,5
s2948,"TV Show",Arrow,"James Bamford","Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett","United States",2020-02-05,2019,TV-14,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",NULL,8
s3363,Movie,"Arsenio Hall: Smart & Classy","Brian Volk-Weiss","Arsenio Hall","United States",2019-10-29,2019,TV-MA,"Stand-Up Comedy","In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",63,NULL
s3781,"TV Show","Arthdal Chronicles",Unknown,"Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun","South Korea",2019-06-02,2019,TV-MA,"International TV Shows, Korean TV Shows, TV Action & Adventure","In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",NULL,1
